Date,Open,High,Low,Close,Adj Close,Volume
2021-10-13,243.270004,243.869995,239.899994,242.649994,239.977203,3214300
2021-10-14,242.880005,245.419998,242.039993,244.550003,241.856277,2512000
2021-10-15,245.240005,246.380005,241.990005,242.250000,239.581604,2564700
2021-10-18,242.419998,243.449997,241.130005,242.259995,239.591507,2484900
2021-10-19,243.220001,243.929993,241.529999,242.770004,240.095901,2071600
2021-10-20,240.399994,242.649994,239.289993,239.720001,237.079483,3040200
2021-10-21,240.169998,241.910004,239.309998,241.399994,238.740967,2702400
2021-10-22,240.710007,242.240005,238.000000,238.440002,235.813568,3283700
2021-10-25,239.229996,239.250000,236.500000,237.339996,234.725693,3178400
2021-10-26,237.470001,238.399994,236.139999,236.419998,233.815826,3066400
2021-10-27,241.050003,244.619995,238.850006,242.729996,240.056320,5249400
2021-10-28,243.399994,246.080002,242.529999,245.500000,242.795822,3448500
2021-10-29,243.000000,246.089996,242.470001,245.550003,242.845276,4329400
2021-11-01,245.800003,251.690002,245.339996,250.580002,247.819855,4456200
2021-11-02,251.759995,252.220001,248.160004,249.240005,246.494629,2624300
2021-11-03,247.990005,251.130005,247.910004,250.399994,247.641830,2399000
2021-11-04,251.119995,254.179993,250.199997,253.460007,250.668137,2711000
2021-11-05,254.690002,257.529999,254.619995,254.710007,251.904373,3223400
2021-11-08,254.779999,255.649994,251.929993,253.100006,250.312103,2471300
2021-11-09,252.910004,253.690002,250.449997,252.649994,249.867050,2258900
2021-11-10,250.809998,253.720001,250.809998,253.130005,250.341782,1794300
2021-11-11,253.330002,253.330002,249.259995,250.160004,247.404480,1640500
2021-11-12,250.149994,251.009995,248.889999,250.669998,247.908859,1625200
2021-11-15,250.669998,253.759995,250.669998,252.940002,250.153854,1709200
2021-11-16,253.500000,254.190002,252.380005,252.460007,249.679153,2195500
2021-11-17,252.410004,253.339996,250.520004,252.690002,249.906616,1412000
2021-11-18,253.160004,253.490005,251.080002,253.479996,250.687912,1751200
2021-11-19,253.289993,253.320007,250.229996,251.949997,249.174759,2743100
2021-11-22,252.669998,255.449997,252.210007,253.479996,250.687912,2438700
2021-11-23,254.809998,255.789993,253.050003,255.649994,252.834000,2770000
2021-11-24,254.500000,257.790009,254.050003,257.109985,254.277924,2642800
2021-11-26,252.509995,253.160004,248.270004,250.009995,247.256134,2573300
2021-11-29,251.850006,252.320007,249.830002,250.300003,247.542953,2084600
2021-11-30,247.380005,247.899994,243.949997,244.600006,243.246841,3836100
2021-12-01,245.759995,250.899994,244.110001,244.179993,242.829147,3275300
2021-12-02,245.660004,250.339996,245.000000,248.800003,247.423599,3290500
2021-12-03,250.320007,250.679993,247.570007,249.330002,247.950668,3229000
2021-12-06,252.399994,256.929993,252.369995,255.789993,254.374924,3616800
2021-12-07,256.950012,260.380005,256.450012,259.910004,258.472137,2596200
2021-12-08,260.000000,262.809998,259.089996,259.579987,258.143951,3453100
2021-12-09,259.500000,263.100006,258.359985,262.339996,260.888702,2955100
2021-12-10,263.880005,265.269989,262.429993,264.970001,263.504150,2529600
2021-12-13,264.220001,265.859985,262.399994,263.089996,261.634552,2878800
2021-12-14,263.000000,263.589996,261.750000,262.519989,261.067688,3695500
2021-12-15,262.160004,265.670013,261.410004,264.519989,263.056641,2641800
2021-12-16,265.559998,266.890015,264.089996,265.549988,264.080933,2347700
2021-12-17,264.000000,264.850006,260.880005,261.700012,260.252258,5943200
2021-12-20,259.630005,261.959991,258.429993,261.730011,260.282074,2824500
2021-12-21,264.290009,266.480011,263.420013,264.390015,262.927368,2851800
2021-12-22,264.320007,265.440002,264.070007,264.940002,263.474304,1795100
2021-12-23,265.920013,267.369995,265.450012,265.950012,264.478729,1509800
2021-12-27,266.470001,268.260010,266.000000,268.239990,266.756042,1485500
2021-12-28,267.579987,269.220001,267.250000,267.880005,266.398041,1304000
2021-12-29,268.450012,269.720001,267.950012,268.489990,267.004669,1318500
2021-12-30,269.000000,269.260010,266.700012,267.209991,265.731750,1714600
2021-12-31,268.000000,269.119995,267.209991,268.070007,266.587006,1519200
2022-01-03,269.489990,270.730011,265.559998,268.579987,267.094177,2750600
2022-01-04,269.500000,271.149994,268.269989,268.510010,267.024567,2506000
2022-01-05,269.299988,270.279999,266.899994,267.190002,265.711884,2473000
2022-01-06,268.119995,270.760010,267.799988,269.690002,268.198029,2908400
2022-01-07,268.559998,270.170013,267.000000,267.059998,265.582581,2208900
2022-01-10,266.709991,266.720001,262.010010,264.410004,262.947235,3122400
2022-01-11,263.489990,263.950012,260.320007,262.119995,260.669922,3206200
2022-01-12,263.369995,263.950012,260.279999,260.920013,259.476563,3044000
2022-01-13,261.410004,263.850006,260.589996,261.410004,259.963837,2371300
2022-01-14,261.140015,261.239990,257.160004,257.709991,256.284302,3459600
2022-01-18,256.959991,257.100006,254.309998,256.480011,255.061127,3076500
2022-01-19,257.549988,257.950012,255.080002,255.220001,253.808090,2304700
2022-01-20,256.619995,258.109985,252.899994,253.130005,251.729660,2602200
2022-01-21,254.039993,258.459991,253.690002,254.589996,253.181564,3738100
2022-01-24,252.380005,253.919998,247.779999,253.610001,252.207001,5153100
2022-01-25,250.830002,252.529999,247.070007,250.679993,249.293198,3908600
2022-01-26,253.000000,254.210007,247.860001,249.850006,248.467804,3839000
2022-01-27,249.600006,252.460007,245.250000,248.740005,247.363937,5199000
2022-01-28,250.000000,256.350006,247.160004,256.089996,254.673264,3833200
2022-01-31,255.020004,259.500000,254.440002,259.450012,258.014709,3174200
2022-02-01,259.750000,259.899994,255.580002,258.989990,257.557220,2496500
2022-02-02,258.829987,262.609985,258.489990,262.279999,260.829041,2371500
2022-02-03,262.000000,262.799988,260.070007,260.640015,259.198120,2242200
2022-02-04,259.869995,261.730011,257.790009,260.059998,258.621307,1989300
2022-02-07,261.000000,261.579987,259.170013,259.850006,258.412476,1959300
2022-02-08,260.500000,262.380005,259.100006,260.079987,258.641174,2920000
2022-02-09,261.989990,262.880005,259.410004,259.859985,258.422394,2379300
2022-02-10,258.600006,260.440002,255.970001,256.869995,255.448959,3246600
2022-02-11,256.869995,258.760010,254.729996,255.160004,253.748428,3592400
2022-02-14,255.910004,256.250000,251.679993,253.389999,251.988205,2825800
2022-02-15,254.820007,256.920013,253.559998,253.809998,252.405884,2171500
2022-02-16,253.770004,254.600006,251.199997,253.089996,251.689865,2941800
2022-02-17,251.479996,252.880005,250.000000,250.929993,249.541809,2831900
2022-02-18,250.339996,252.289993,250.009995,250.600006,249.213654,2813500
2022-02-22,250.009995,254.699997,249.600006,252.699997,251.302017,3980500
2022-02-23,253.529999,253.850006,247.080002,247.789993,246.419189,3497200
2022-02-24,242.929993,245.580002,239.610001,245.029999,243.674454,4856000
2022-02-25,246.000000,249.529999,243.630005,249.449997,248.070007,4549700
2022-02-28,244.440002,245.720001,242.360001,244.770004,244.770004,4406100
2022-03-01,242.300003,243.600006,238.300003,239.630005,239.630005,3910700
2022-03-02,240.850006,242.740005,239.610001,240.940002,240.940002,4482000
2022-03-03,241.009995,242.339996,235.679993,236.649994,236.649994,4707400
2022-03-04,234.619995,236.389999,231.639999,235.809998,235.809998,4184100
